"peak","3h-Mon-Rep1","3h-Mon-Rep2","3h-Mon-Rep3","6h-Mon-Rep1","6h-Mon-Rep2","6h-Mon-Rep3","12h-Mon-Rep1","12h-Mon-Rep2","12h-Mon-Rep3"
"chr9_120793149_120793682",7,40,21,7,11,30,15,6,39
"chr9_120842759_120843349",6,35,28,10,10,19,14,5,22
"chr9_120868357_120869400",26,76,76,41,48,59,43,11,70
"chr9_120875897_120876804",14,57,38,21,32,34,23,5,43
"chr9_120897012_120897626",10,34,29,9,12,27,14,5,31
"chr9_120935151_120935923",12,40,24,13,14,23,15,7,35
"chr9_121074313_121075293",12,43,48,22,22,28,14,6,51
"chr9_121121400_121122066",13,40,40,22,25,34,26,9,46
"chr9_121201647_121202302",15,74,88,39,101,75,52,9,77
"chr9_121370097_121370740",10,51,52,28,23,45,32,4,67
"chr9_122159490_122160110",7,31,21,11,20,26,19,3,46
"chr9_122264506_122265147",7,44,25,9,22,29,19,6,26
"chr9_122828307_122828894",2,16,17,9,15,20,10,1,26
"chr9_122904823_122905768",14,62,35,23,38,41,26,7,50
"chr9_122931084_122931876",13,40,39,20,19,36,22,4,45
"chr9_122940584_122941345",15,61,48,22,27,39,33,11,52
"chr9_124202352_124202874",8,29,22,12,10,20,11,5,33
"chr9_124322452_124323077",10,12,14,10,12,10,7,1,10
"chr9_124415176_124415863",4,42,19,9,20,17,10,6,31
"chr9_124658074_124658641",2,31,16,6,4,13,14,7,23
"chr9_124770970_124771668",15,39,25,13,20,24,21,2,27
"chr9_124861623_124862401",17,46,29,16,34,28,22,7,44
"chr9_124868797_124869354",6,21,18,7,7,24,7,7,21
"chr9_124940762_124941640",13,42,46,19,35,25,20,10,40
"chr9_125143308_125143967",17,38,31,15,28,34,20,10,41
"chr9_125189489_125190228",11,41,23,22,18,18,14,2,34
"chr9_125200106_125200746",8,34,17,12,12,28,12,4,32
"chr9_125240686_125241852",25,86,65,30,59,59,37,11,80
"chr9_125261191_125262074",8,22,29,28,21,19,13,6,31
"chr9_125706963_125707490",5,34,20,15,22,13,15,4,18
"chr9_125745812_125746547",10,42,31,17,26,28,29,7,30
"chr9_126470491_126471479",11,45,39,22,22,30,18,11,47
"chr9_127224140_127224724",5,16,8,10,15,16,8,1,16
"chr9_127396600_127397220",6,25,23,5,12,17,9,6,26
"chr9_127715386_127716083",11,40,20,15,21,16,8,6,24
"chr9_127734810_127735673",13,43,25,17,16,19,10,4,24
"chr9_127771047_127771833",18,44,41,25,36,44,15,7,49
"chr9_128067044_128068347",22,108,80,33,64,73,43,21,79
"chr9_128127486_128128653",6,40,21,17,26,22,13,2,21
"chr9_128159770_128160960",7,43,33,22,33,26,30,4,25
"chr9_128218470_128219199",8,32,25,17,20,13,12,3,33
"chr9_128275816_128276355",18,36,59,12,55,46,39,5,49
"chr9_128371038_128371577",4,19,14,11,21,18,6,5,16
"chr9_128455646_128456409",9,48,37,10,22,34,22,5,30
"chr9_128504415_128504931",4,23,25,9,12,13,11,9,16
"chr9_128552052_128552855",11,33,27,9,12,15,12,5,20
"chr9_128688779_128689322",7,34,26,18,13,13,13,4,34
"chr9_128723872_128724602",15,57,52,24,50,28,29,8,44
"chr9_128829514_128830186",10,31,14,19,16,17,19,2,23
"chr9_128881683_128882414",13,35,29,16,21,16,15,2,22
"chr9_128947320_128947991",7,24,36,10,22,14,17,7,23
"chr9_129028168_129028895",6,16,14,10,21,17,14,6,21
"chr9_129036188_129036883",9,49,32,20,32,33,22,12,28
"chr9_129080710_129081266",8,46,34,19,36,36,25,5,49
"chr9_129110423_129111575",15,48,28,20,24,28,8,2,32
"chr9_129178011_129178645",6,42,17,10,23,16,19,5,27
"chr9_129334076_129334801",4,28,13,12,11,12,11,8,19
"chr9_129413386_129414059",3,32,17,12,16,19,10,4,24
"chr9_129641878_129642621",18,58,41,19,37,40,27,6,36
"chr9_129777049_129777689",13,76,28,25,31,41,32,5,61
"chr9_129835062_129835687",3,31,27,12,19,14,14,2,17
"chr9_129888259_129889059",12,53,41,21,37,30,18,5,38
"chr9_130712400_130713014",10,40,48,18,26,41,25,5,31
"chr9_131125205_131125838",12,46,37,21,25,30,19,7,43
"chr9_131256105_131257057",16,35,34,24,31,36,21,8,46
"chr9_131270472_131270971",10,18,16,10,10,12,13,1,17
"chr9_131373213_131373849",16,48,44,27,40,30,40,8,49
"chr9_131597964_131598602",13,42,25,19,8,24,18,4,34
"chr9_131656290_131656996",8,63,22,20,19,31,16,6,36
"chr9_132240847_132241704",8,56,40,36,33,50,22,10,38
"chr9_132354535_132355571",18,62,59,31,58,51,26,10,51
"chr9_133030250_133030901",13,53,52,18,30,42,27,7,46
"chr9_133121110_133122026",14,53,36,30,23,32,16,10,33
"chr9_133375869_133376453",10,33,21,8,12,17,12,4,20
"chr9_134024884_134025681",8,36,24,19,25,14,15,5,15
"chr9_134067845_134068615",15,23,14,9,9,5,8,1,13
"chr9_134371632_134372314",14,44,35,22,23,27,11,7,30
"chr9_134407119_134407637",10,29,18,15,13,15,10,3,12
"chr9_135907259_135908310",9,29,43,21,39,35,25,7,45
"chr9_135961144_135961776",5,25,20,7,21,15,16,6,28
"chr9_136118577_136119229",13,46,45,12,39,33,25,10,36
"chr9_136482884_136483956",30,84,72,38,85,66,58,13,72
"chr9_136545727_136546574",7,40,30,15,27,21,14,3,22
"chr9_136790524_136791544",24,80,61,42,78,65,53,18,80
"chr9_136848969_136849834",16,44,38,15,36,40,23,6,45
"chr9_136886126_136886669",10,39,17,18,16,21,10,6,26
"chr9_136944492_136945044",3,36,24,9,14,17,12,1,19
"chr9_137070292_137070830",8,19,15,11,9,12,10,2,19
"chr9_137086421_137087268",26,106,116,50,98,90,72,22,90
"chr9_137188287_137188991",17,51,36,12,39,23,21,5,29
"chr9_137200629_137201228",18,73,47,29,39,53,35,17,53
"chr9_137223264_137223939",14,49,43,17,46,33,31,5,35
"chr9_137240175_137241460",34,115,118,55,95,87,59,12,101
"chr9_137618223_137619222",17,36,20,16,25,30,17,6,29
"chr10_931475_932105",6,29,18,14,21,24,15,6,35
"chr10_1048608_1049571",22,80,57,27,47,46,47,15,58
"chr10_3172423_3173146",13,36,30,19,25,39,23,10,44
"chr10_3720368_3720990",6,22,19,11,5,18,12,6,29
"chr10_3785165_3785771",15,35,25,13,18,22,17,7,25
"chr10_4234577_4235212",12,25,21,5,8,17,13,4,19
"chr10_5291520_5292180",3,24,11,13,10,22,14,6,31
"chr10_5813156_5813837",2,22,20,16,26,22,12,8,32
"chr10_5889711_5890419",12,44,40,18,30,40,23,6,61
"chr10_6927490_6928161",10,28,22,10,11,15,12,7,32
"chr10_7787800_7788446",7,50,26,14,17,31,21,2,54
"chr10_7818219_7818802",8,32,21,9,10,26,18,7,19
"chr10_10418365_10418897",12,20,20,6,7,11,9,2,14
"chr10_10734284_10734930",5,37,37,10,10,39,22,12,34
"chr10_11162954_11163619",12,44,45,16,14,34,25,8,57
"chr10_11178600_11179155",10,41,37,11,11,18,13,9,32
"chr10_11180133_11180803",8,40,26,15,23,28,15,12,66
"chr10_11225892_11226433",5,32,31,15,6,33,24,5,40
"chr10_11611336_11611884",9,19,15,4,5,3,4,3,11
"chr10_12042702_12043637",9,44,29,13,14,26,19,7,40
"chr10_12068495_12069108",4,35,39,17,16,48,25,9,45
"chr10_12112682_12113264",4,15,7,13,9,11,5,6,14
"chr10_12129000_12129691",7,20,22,10,15,16,5,5,12
"chr10_14837861_14838454",13,43,32,20,35,37,15,7,35
"chr10_14878439_14879106",10,23,16,9,20,25,7,1,19
"chr10_15096790_15097802",11,33,26,17,15,21,22,9,45
"chr10_15168294_15169191",5,31,19,19,15,27,12,2,26
"chr10_16436591_16437441",16,81,71,32,40,50,20,9,69
"chr10_16817144_16818007",30,152,130,51,74,125,77,27,158
"chr10_17201148_17201919",16,36,36,16,27,25,23,6,32
"chr10_17216169_17217007",9,26,28,17,12,17,12,5,36
"chr10_17229891_17230567",5,27,18,9,14,17,6,2,20
"chr10_17643645_17644478",16,59,39,12,18,38,21,7,35
"chr10_18651363_18651993",9,31,23,5,12,28,11,7,15
"chr10_18658994_18659686",15,40,39,7,28,43,20,7,64
"chr10_20003601_20004507",16,99,90,21,27,58,50,17,103
"chr10_20616773_20617608",12,33,57,17,18,41,21,16,44
"chr10_22003529_22004067",6,20,27,6,10,22,7,5,36
"chr10_23438596_23439236",17,48,46,12,10,18,21,5,42
"chr10_23643271_23643852",10,21,24,14,7,21,22,7,36
"chr10_25174413_25175029",19,40,32,14,14,29,17,9,30
"chr10_25753748_25754272",14,34,37,8,10,20,15,9,39
"chr10_26386719_26387238",9,41,30,13,8,35,19,10,45
"chr10_26437790_26438553",31,88,79,24,42,72,32,21,81
"chr10_26482103_26482602",3,12,15,10,10,17,15,4,23
"chr10_26696870_26697521",5,36,19,8,9,16,8,6,20
"chr10_26860599_26861407",24,81,67,24,37,55,45,11,90
"chr10_27099798_27100849",15,29,33,25,30,34,30,6,41
"chr10_27154200_27155545",17,54,46,21,27,29,29,4,56
"chr10_27241889_27242524",9,37,43,18,23,37,20,10,53
"chr10_27503850_27504488",17,68,34,24,23,58,22,10,65
"chr10_28302894_28303501",22,75,71,28,36,67,34,15,69
"chr10_28532067_28533343",19,105,55,23,37,53,36,10,103
"chr10_28677080_28677942",11,44,28,14,12,35,15,5,42
"chr10_29681568_29682212",19,62,55,26,30,52,35,11,77
"chr10_30433499_30434894",17,74,45,37,40,46,37,6,67
"chr10_30529283_30530112",8,39,21,19,16,23,19,2,29
"chr10_30999177_30999784",2,15,7,4,8,17,7,7,18
"chr10_31031302_31032765",33,152,104,56,66,89,57,20,104
"chr10_31603338_31603974",8,44,33,19,18,28,14,8,36
"chr10_31707058_31707885",8,42,30,15,17,37,20,7,32
"chr10_31759883_31760597",10,50,30,26,34,36,28,7,53
"chr10_32055458_32056826",15,51,37,27,25,30,20,8,47
"chr10_32345974_32346729",14,33,29,17,18,30,17,4,46
"chr10_32346853_32347409",13,24,19,11,7,8,13,5,15
"chr10_32445770_32446496",17,36,20,13,17,15,11,4,34
"chr10_32911276_32911775",0,6,4,8,8,12,5,0,14
"chr10_32958063_32958663",15,34,26,18,12,22,10,3,38
"chr10_32980356_32980986",9,32,26,16,15,21,19,7,34
"chr10_33365703_33366303",5,34,26,22,13,40,24,3,44
"chr10_33661559_33662281",12,43,46,31,22,21,17,7,41
"chr10_34996774_34997323",8,48,48,11,11,41,24,9,62
"chr10_35004588_35005146",11,29,16,12,11,20,16,7,26
"chr10_35005777_35006415",20,36,44,19,16,36,26,8,56
"chr10_35090330_35090916",6,37,24,11,12,18,11,3,28
"chr10_35126438_35127495",39,95,92,44,68,90,54,14,141
"chr10_35195965_35196491",12,30,12,9,9,15,13,6,28
"chr10_35451014_35451838",11,49,40,21,23,37,27,8,51
"chr10_35642113_35642664",16,38,35,8,22,38,16,5,34
"chr10_36534464_36535099",15,41,48,14,21,29,37,10,49
"chr10_37856928_37858413",42,181,146,53,71,118,56,22,143
"chr10_37976224_37977034",53,178,166,63,106,149,113,33,179
"chr10_38010134_38011363",46,194,166,66,113,152,89,36,189
"chr10_38093968_38094579",15,50,63,26,29,60,46,14,82
"chr10_38356024_38356556",13,64,36,21,30,23,28,11,58
"chr10_38402600_38403462",12,60,79,21,32,68,31,15,81
"chr10_42552212_42553224",34,100,89,31,52,65,57,14,105
"chr10_42637930_42638660",38,137,135,43,66,128,82,18,114
"chr10_42782224_42783081",33,104,95,34,42,76,55,13,109
"chr10_42963192_42963719",6,23,31,14,14,28,19,5,31
"chr10_42975094_42976027",18,57,51,23,9,39,16,11,57
"chr10_42987035_42987540",12,40,25,8,12,29,12,6,22
"chr10_42988862_42989496",12,50,38,26,19,34,31,11,65
"chr10_43082686_43083212",6,23,20,16,11,23,12,4,24
"chr10_43120762_43121354",7,39,23,11,16,23,23,8,40
"chr10_43129233_43129810",9,27,21,18,14,32,17,8,40
"chr10_43138088_43138629",6,17,25,12,14,13,10,1,26
"chr10_43348368_43348948",10,24,30,17,9,18,13,1,26
"chr10_43362044_43362709",4,22,18,8,17,9,14,5,23
"chr10_43396794_43397675",16,65,52,18,31,62,34,7,65
"chr10_43408615_43409562",26,88,76,35,41,88,50,14,81
"chr10_43417918_43418471",22,79,47,33,26,51,41,17,84
"chr10_43420063_43421216",20,74,60,32,27,61,26,13,77
"chr10_43436416_43437343",17,75,59,42,36,53,43,14,74
"chr10_43455350_43456142",22,78,85,39,43,81,34,18,97
"chr10_43648211_43649198",23,54,30,15,27,37,21,9,40
"chr10_43816438_43816571",2,5,5,8,7,7,2,0,5
"chr10_44913626_44914161",4,28,13,7,9,23,10,6,30
"chr10_44959025_44959892",19,50,34,14,21,29,32,11,42
"chr10_44967795_44969108",28,106,95,36,34,65,51,12,81
"chr10_45672435_45673069",14,41,20,11,14,26,16,5,40
"chr10_45726868_45727542",13,41,29,13,25,18,11,10,33
"chr10_46023163_46023797",9,36,24,19,15,32,18,5,30
"chr10_46588126_46588714",16,38,35,12,28,30,22,8,44
"chr10_47705611_47706353",13,24,24,13,23,12,5,3,27
"chr10_47753142_47753709",13,20,19,7,11,20,9,2,36
"chr10_48306052_48306991",13,60,43,14,25,38,13,8,52
"chr10_48577041_48577616",9,41,26,15,15,26,20,10,29
"chr10_48634137_48634795",22,88,47,36,26,68,37,19,78
"chr10_48656062_48656711",14,32,16,5,11,17,21,2,22
"chr10_48684507_48685581",23,81,61,21,32,44,27,5,64
"chr10_49188217_49188716",9,25,9,8,5,18,5,2,16
"chr10_49360189_49360926",7,57,37,22,15,39,22,9,59
"chr10_49538718_49539435",13,66,47,17,32,44,29,15,51
"chr10_49941320_49942359",12,46,23,14,20,20,10,4,31
"chr10_50067191_50068666",16,53,44,18,33,32,35,7,48
"chr10_50469753_50470327",5,11,16,5,6,8,10,6,20
"chr10_50577499_50578114",5,21,26,13,11,24,16,2,30
"chr10_50624276_50625503",35,167,136,57,79,94,74,15,123
"chr10_50659971_50660669",10,45,42,12,16,48,20,9,62
"chr10_50672139_50672638",4,13,15,6,6,14,7,4,19
"chr10_51699388_51700160",38,163,161,46,70,122,88,18,151
"chr10_52755217_52755870",14,61,55,21,29,51,37,15,61
"chr10_52779998_52780547",9,32,39,10,16,29,12,2,28
"chr10_52884138_52884723",18,32,25,9,15,27,13,7,30
"chr10_55183947_55184446",7,20,10,2,5,7,8,1,16
"chr10_55600303_55600875",12,28,44,9,34,22,46,19,51
"chr10_55630931_55631686",9,48,28,17,30,41,23,13,26
"chr10_56135732_56136258",2,7,11,6,10,16,8,7,24
"chr10_56361047_56361676",42,214,211,49,101,153,104,44,195
"chr10_56949698_56950285",13,50,50,16,21,46,41,12,58
"chr10_57657090_57657604",2,15,15,4,13,18,8,6,27
"chr10_58157260_58157858",3,28,30,14,15,31,26,10,44
"chr10_58266805_58267483",20,88,89,25,32,46,41,12,66
"chr10_58267757_58268303",18,75,65,31,22,52,27,15,58
"chr10_58268790_58269434",28,119,108,32,74,79,61,23,96
"chr10_58282524_58283171",18,48,39,18,17,57,44,26,94
"chr10_58322334_58322941",9,25,38,21,17,33,32,9,44
"chr10_58334655_58335468",14,50,44,9,18,37,13,6,43
"chr10_58383977_58384531",11,36,46,19,14,33,15,12,66
"chr10_58384974_58385674",31,69,75,27,42,62,46,10,78
"chr10_58577250_58577837",8,54,61,18,15,27,21,6,62
"chr10_59809268_59809821",5,13,8,4,6,10,9,7,20
"chr10_59885332_59885937",12,31,29,11,20,23,18,5,36
"chr10_59906307_59906963",42,152,116,42,57,115,73,28,146
"chr10_60032585_60033166",9,56,41,16,16,47,30,13,53
"chr10_60236748_60237722",20,101,85,17,31,66,38,18,84
"chr10_60271581_60272089",9,25,17,1,13,12,5,4,15
"chr10_60282687_60283270",6,31,21,11,14,18,13,1,35
"chr10_60446754_60447272",7,19,18,2,4,16,11,2,30
"chr10_60461648_60462180",1,20,18,2,4,6,7,8,12
"chr10_60666123_60666754",3,18,18,8,12,16,13,12,20
"chr10_60778024_60778634",44,159,159,46,52,141,106,33,176
"chr10_60803341_60803921",7,23,19,12,11,23,20,7,40
"chr10_60878161_60878802",6,26,7,10,6,15,14,4,22
"chr10_60910375_60910992",14,27,23,11,13,18,13,3,36
"chr10_60942703_60943687",34,103,69,31,35,50,38,5,56
"chr10_60944088_60944673",12,30,34,11,15,27,7,4,26
"chr10_61486634_61487284",14,58,59,13,34,32,38,12,72
"chr10_61903113_61903737",7,19,14,9,12,16,8,4,21
"chr10_62243150_62243773",9,44,21,14,15,19,12,6,36
"chr10_62268231_62268963",6,31,21,9,19,19,12,3,30
"chr10_62492519_62493118",5,31,27,21,15,33,20,9,65
"chr10_62620511_62621062",6,27,16,10,13,29,22,6,33
"chr10_62681086_62681842",14,69,74,24,35,64,41,17,86
"chr10_62804218_62805391",22,69,55,23,23,51,33,9,67
"chr10_62816200_62817074",28,108,84,37,37,81,41,21,99
"chr10_62853515_62854237",9,38,22,13,6,35,14,7,32
"chr10_63132956_63133859",20,90,80,46,40,90,38,14,116
"chr10_63268914_63269610",9,41,38,16,22,29,25,11,52
"chr10_63464934_63466298",28,56,50,27,22,47,24,10,50
"chr10_63520572_63522188",26,99,64,30,33,47,22,15,78
"chr10_63629944_63630914",12,65,55,28,29,50,48,15,74
"chr10_63702944_63703547",18,55,55,21,31,38,31,11,70
"chr10_63866331_63866877",4,20,13,3,2,8,10,5,16
"chr10_63919424_63920016",9,27,23,11,10,18,16,7,26
"chr10_64041050_64041654",16,55,48,19,26,33,25,3,44
"chr10_64648852_64649481",11,61,62,20,39,49,35,14,79
"chr10_64731687_64732830",21,78,57,28,32,57,36,17,68
"chr10_66176626_66177175",5,21,18,6,10,21,18,7,38
"chr10_66180598_66181178",4,25,21,7,6,15,16,6,22
"chr10_66925726_66926298",7,21,27,11,19,19,17,7,23
"chr10_67385001_67385516",11,33,26,9,4,28,24,8,24
"chr10_67470965_67471564",4,26,26,4,12,24,11,7,18
"chr10_67487591_67488431",7,49,36,17,16,36,19,10,53
"chr10_67763926_67764694",36,113,110,39,42,78,52,21,110
"chr10_67772805_67773387",12,33,36,12,16,29,23,12,53
"chr10_67837895_67838487",10,27,41,15,19,32,30,8,55
"chr10_67849157_67849775",11,42,24,17,19,31,15,9,41
"chr10_67884127_67885486",21,103,89,39,64,74,51,18,126
"chr10_68074431_68075569",16,46,49,20,34,49,40,7,55
"chr10_68202476_68203015",3,21,14,6,6,19,19,5,32
"chr10_68331173_68332279",17,90,60,29,35,52,32,11,98
"chr10_68406861_68407600",12,40,30,12,19,29,7,3,33
"chr10_68527122_68527910",13,47,36,24,16,43,28,5,51
"chr10_68720822_68721432",15,47,44,27,19,28,29,8,74
"chr10_68900837_68901582",15,84,71,33,46,66,49,24,84
"chr10_68988386_68989210",14,47,35,24,21,23,22,7,47
"chr10_69045469_69046099",12,33,20,23,14,21,24,3,47
"chr10_69061357_69061898",10,29,16,15,11,15,13,7,32
"chr10_69072943_69073502",11,26,15,11,8,11,17,4,36
"chr10_69123461_69124327",23,111,68,50,72,77,50,20,126
"chr10_69179635_69180528",11,46,18,17,18,24,14,4,36
"chr10_69318188_69319054",20,37,24,13,11,16,9,4,32
"chr10_69408729_69409317",7,29,17,14,24,19,12,3,23
"chr10_70145537_70146246",7,36,8,11,11,14,8,2,10
"chr10_70146384_70147029",7,34,25,16,18,26,16,5,32
"chr10_70170159_70170914",8,33,35,17,20,38,28,9,46
"chr10_70233145_70233789",11,33,20,15,21,21,12,5,30
"chr10_70331498_70332205",9,38,26,9,11,20,13,8,23
"chr10_70405407_70405949",8,12,9,13,11,23,11,4,29
"chr10_71748606_71749197",12,52,31,19,20,26,15,4,45
"chr10_71850941_71851574",6,32,32,12,31,24,27,4,24
"chr10_71860317_71860975",2,13,14,11,13,10,7,2,17
"chr10_71888513_71889174",8,41,26,15,16,27,17,9,32
"chr10_72215760_72216575",11,33,19,19,26,20,16,5,36
"chr10_72273514_72274425",17,70,54,33,34,45,34,8,62
"chr10_72319484_72320011",2,28,19,5,12,15,13,1,25
"chr10_72320629_72321326",14,35,29,17,8,18,20,2,29
"chr10_72334808_72335952",22,108,66,30,34,35,34,11,52
"chr10_72354478_72355330",12,34,33,26,37,31,18,5,45
"chr10_72483427_72484105",3,20,8,20,10,9,9,6,19
"chr10_72625845_72626416",6,30,21,11,23,24,12,4,33
"chr10_72691778_72692377",5,23,18,13,11,14,7,7,22
"chr10_72753768_72754324",13,34,14,14,8,19,16,3,26
"chr10_73096127_73097320",21,61,48,33,33,40,34,14,53
"chr10_73167775_73168370",6,28,13,12,11,16,8,2,9
"chr10_73246930_73247472",7,31,24,13,28,18,22,3,30
"chr10_73252357_73252973",8,27,15,13,12,15,10,5,28
"chr10_73495380_73496325",11,48,40,14,24,28,22,4,37
"chr10_73743780_73744648",14,37,34,12,31,14,16,5,42
"chr10_73772033_73773041",6,42,28,21,30,31,7,5,26
"chr10_73785051_73785701",10,46,25,21,20,24,12,6,40
"chr10_73811431_73812224",15,45,27,23,23,25,18,7,38
"chr10_73997730_73998299",10,37,32,18,22,35,30,3,36
"chr10_74150329_74151689",21,59,25,34,30,35,12,14,39
"chr10_74176290_74177022",14,55,39,14,35,23,28,8,44
"chr10_74825955_74826762",47,201,165,89,112,122,107,34,160
"chr10_75111089_75111649",6,27,16,14,13,15,15,4,21
"chr10_75210187_75211052",9,33,23,22,17,41,20,5,51
"chr10_75233955_75234761",5,19,20,9,13,29,12,2,22
"chr10_75358847_75359549",12,37,20,16,12,40,21,3,52
"chr10_75401667_75402694",16,57,40,19,33,39,32,11,58
"chr10_76306780_76307315",5,14,17,11,12,11,13,1,38
"chr10_78029267_78029905",8,27,32,11,13,23,12,1,32
"chr10_78033430_78034010",9,54,39,14,23,23,22,4,50
"chr10_78250160_78250784",11,43,36,14,13,28,14,5,37
"chr10_78302790_78303663",9,63,61,20,44,61,41,14,67
"chr10_78756597_78757271",18,56,48,19,29,51,31,9,77
"chr10_79084050_79084718",9,33,22,15,22,37,15,5,44
"chr10_79093469_79094435",12,77,41,28,25,44,34,8,51
"chr10_79132451_79132950",7,23,10,7,10,16,9,2,23
"chr10_79266565_79267080",6,21,20,19,10,26,15,6,31
"chr10_79270712_79271313",18,30,23,16,11,24,19,9,28
"chr10_79286133_79286831",42,133,105,41,43,100,51,22,106
"chr10_79293582_79294260",14,60,33,17,15,38,12,1,37
"chr10_79321053_79321597",4,33,20,15,14,31,14,6,33
"chr10_79323069_79323645",11,33,17,15,5,13,13,1,15
"chr10_79345158_79345727",5,17,7,5,11,13,9,9,19
"chr10_79445560_79446151",14,55,59,25,36,54,36,12,66
"chr10_79467360_79468185",11,45,25,14,13,26,16,5,37
"chr10_79826175_79827253",30,126,105,47,70,77,58,19,94
"chr10_79938733_79939386",25,69,71,19,21,45,30,7,82
"chr10_79981360_79982061",4,28,19,14,13,26,12,4,26
"chr10_80078594_80079558",10,67,45,18,24,43,20,7,58
"chr10_80187407_80188501",36,129,108,32,42,88,68,18,107
"chr10_80203244_80203873",14,44,30,12,16,23,25,10,36
"chr10_80253418_80253942",13,21,22,6,9,16,11,7,14
"chr10_80444598_80445144",7,19,14,11,10,27,6,0,29
"chr10_80458897_80459694",14,33,36,21,11,33,20,8,41
"chr10_80491466_80492229",22,62,61,27,25,61,39,8,97
"chr10_80498626_80499274",16,56,43,17,17,50,31,10,51
"chr10_80504128_80504697",6,27,25,16,14,19,12,5,27
"chr10_80505276_80505999",4,25,20,12,12,23,7,5,11
"chr10_80530147_80530653",11,27,9,5,9,17,4,1,20
"chr10_80580701_80581511",12,40,28,14,13,25,14,5,42
"chr10_80660629_80661242",14,52,38,13,28,50,33,6,67
"chr10_81013740_81014385",11,81,74,29,25,63,43,18,93
"chr10_81021370_81021938",14,60,49,16,13,49,27,12,50
"chr10_81108395_81108982",12,37,28,7,11,22,17,7,30
"chr10_83373599_83374119",16,54,66,27,42,64,50,12,85
"chr10_83871292_83871935",10,24,43,14,17,22,16,6,36
"chr10_83908287_83909455",27,92,91,26,36,48,34,9,71
"chr10_83917403_83918381",21,70,50,14,24,56,16,10,50
"chr10_83959032_83959781",10,48,34,14,17,34,28,6,48
"chr10_83989933_83990597",10,44,31,12,18,26,21,6,37
"chr10_84076449_84077110",7,15,13,5,7,9,13,7,13
"chr10_84139207_84139834",33,139,144,59,52,110,83,25,155
"chr10_84156673_84157255",15,68,50,20,19,45,30,14,77
"chr10_84328140_84328974",19,78,67,25,39,42,25,9,50
"chr10_84334039_84334230",3,4,10,1,5,3,6,5,7
"chr10_85556997_85557567",3,15,10,7,5,19,14,6,17
"chr10_85612176_85612865",11,31,45,8,14,28,19,8,21
"chr10_86226747_86227344",20,78,75,33,30,58,36,12,64
"chr10_86233922_86234546",20,29,25,12,13,24,21,5,40
"chr10_86341287_86341916",10,61,35,16,20,39,22,6,51
"chr10_86354621_86356014",36,86,53,40,32,70,47,15,107
"chr10_86399748_86400335",13,53,31,28,22,37,29,4,50
"chr10_86521542_86522288",21,82,60,29,36,46,30,10,71
"chr10_86558090_86558589",7,16,10,3,7,5,6,5,20
"chr10_86710992_86711519",5,41,25,10,18,11,8,5,26
"chr10_87094569_87095805",16,70,47,32,30,54,44,12,63
"chr10_87213046_87213674",13,30,25,11,16,28,24,4,32
"chr10_87342238_87343223",50,154,119,52,62,104,69,24,127
"chr10_87504598_87505158",8,31,25,10,10,16,13,4,19
"chr10_87546093_87546634",10,20,11,5,11,10,8,5,22
"chr10_87817949_87818490",3,26,21,13,14,19,7,4,35
"chr10_87861901_87862666",19,69,43,26,35,46,27,12,66
"chr10_88027391_88027989",9,36,14,17,7,28,14,7,40
"chr10_88064636_88065193",8,30,32,14,13,24,21,5,74
"chr10_88759647_88760273",8,21,27,12,12,33,16,6,35
"chr10_88851609_88852232",7,29,20,21,16,21,15,9,40
"chr10_88853042_88853702",1,19,19,13,17,14,16,3,31
"chr10_88879932_88880947",18,63,56,31,29,52,20,16,71
"chr10_88990445_88991593",18,36,37,13,16,21,17,4,41
"chr10_89251660_89252284",9,53,36,26,12,46,30,9,43
"chr10_89637005_89637587",7,30,11,3,9,23,14,6,21
"chr10_89643718_89644747",33,130,73,30,54,79,60,19,102
"chr10_89701177_89701850",36,121,99,48,61,95,56,14,96
"chr10_90857498_90858217",7,22,15,9,14,12,6,2,14
"chr10_90871143_90872341",17,49,47,20,35,44,29,13,40
"chr10_91219990_91221111",19,84,45,16,23,45,27,8,64
"chr10_91798065_91798655",3,34,23,11,10,25,11,4,29
