Chromosome/scaffold name	Gene name	Gene % GC content	Entrezgene	Gene start (bp)	Gene end (bp)	 type
HSCHR15_4_CTG8	OCA2	43.17	4948	5441	233657	protein_coding
7	OCM2	45.95	4951	97984687	97991169	protein_coding
X	OCRL	39.83	4952	129539849	129592561	protein_coding
2	ODC1	45.53	4953	10439968	10448327	protein_coding
9	ODF2	49.10	4957	128455186	128501292	protein_coding
HG1012_PATCH	OMD	36.12	4958	247109	259200	protein_coding
9	OMD	36.12	4958	92412380	92424471	protein_coding
7	OGDH	46.23	4967	44606572	44709066	protein_coding
3	OGG1	49.74	4968	9749944	9788219	protein_coding
HG1012_PATCH	OGN	36.68	4969	217997	239425	protein_coding
9	OGN	36.68	4969	92383268	92404696	protein_coding
5	TIFAB	53.24	497189	135444226	135452351	protein_coding
16	CLEC18B	56.84	497190	74408631	74421478	protein_coding
11	BDNF-AS	39.46	497258	27506830	27698231	lncRNA
12	OLR1	38.78	4973	10158301	10172138	protein_coding
HG2407_PATCH	OMG	38.22	4974	351187	376701	protein_coding
17	OMG	38.20	4974	31272013	31297539	protein_coding
3	OPA1	36.98	4976	193593144	193697811	protein_coding
18	C18orf32	43.19	497661	49477243	49487252	protein_coding
18	ATP5F1A	44.44	498	46080248	46104334	protein_coding
8	TNFRSF11B	37.40	4982	118923557	118951885	protein_coding
X	OPHN1	39.48	4983	67949349	68433913	protein_coding
1	OPRD1	50.13	4985	28812170	28871267	protein_coding
21	ZBTB21	42.80	49854	41986831	42010387	protein_coding
15	SCAPER	37.70	49855	76347904	76905444	protein_coding
1	WRAP73	55.25	49856	3630767	3652761	protein_coding
6	CLDN20	40.37	49861	155264013	155276548	protein_coding
HSCHR20_1_CTG3	OPRL1	60.52	4987	2748	5589	protein_coding
20	OPRL1	60.24	4987	64080082	64100643	protein_coding
6	OPRM1	38.81	4988	154010496	154246867	protein_coding
16	OR1F1	47.77	4992	3188204	3224779	protein_coding
16	OR2C1	50.28	4993	3355889	3357306	protein_coding
17	OR3A1	38.34	4994	3291017	3298360	protein_coding
17	OR3A2	41.65	4995	3276177	3386317	protein_coding
1	ORC1	44.74	4998	52372829	52404423	protein_coding
2	ORC2	39.06	4999	200908977	200963680	protein_coding
22	ACO2	49.69	50	41447830	41529273	protein_coding
2	ORC4	36.15	5000	147930396	148021604	protein_coding
7	ORC5	36.03	5001	104126341	104208047	protein_coding
HSCHR11_1_CTG7	SLC22A18	61.28	5002	131932	157362	protein_coding
11	SLC22A18	61.48	5002	2899721	2925246	protein_coding
HSCHR11_1_CTG7	SLC22A18AS	58.81	5003	119991	135956	lncRNA
11	SLC22A18AS	58.93	5003	2887344	2903813	lncRNA
9	ORM1	55.12	5004	114323098	114326479	protein_coding
9	ORM2	55.19	5005	114329869	114333251	protein_coding
11	OSBP	42.65	5007	59574398	59615774	protein_coding
22	OSM	60.33	5008	30262829	30266851	protein_coding
5	ALDH7A1	43.04	501	126531200	126595362	protein_coding
3	CLDN11	43.14	5010	170418868	170454733	protein_coding
2	OTX1	59.54	5013	63050057	63057836	protein_coding
14	OTX2	45.57	5015	56799905	56816693	protein_coding
1	OVGP1	45.67	5016	111414319	111427735	protein_coding
11	OVOL1	60.15	5017	65787063	65797214	protein_coding
14	OXA1L	46.65	5018	22766522	22773042	protein_coding
5	OXCT1	37.45	5019	41730065	41870425	protein_coding
20	OXT	71.94	5020	3071620	3072517	protein_coding
3	OXTR	49.96	5021	8750381	8769628	protein_coding
17	P2RX1	55.64	5023	3896592	3916476	protein_coding
11	P2RX3	50.22	5024	57338352	57372396	protein_coding
12	P2RX4	50.20	5025	121210065	121234106	protein_coding
17	P2RX5	57.89	5026	3672199	3696240	protein_coding
12	P2RX7	46.29	5027	121132819	121188032	protein_coding
3	P2RY1	40.45	5028	152835131	152841439	protein_coding
11	P2RY2	54.83	5029	73218281	73242427	protein_coding
X	P2RY4	57.04	5030	70258166	70260204	protein_coding
11	P2RY6	51.57	5031	73264498	73305103	protein_coding
19	P2RY11	62.34	5032	10111693	10115372	protein_coding
10	P4HA1	38.79	5033	73007217	73096974	protein_coding
17	P4HB	55.81	5034	81843159	81860856	protein_coding
15	LINC00929	43.75	503519	26115726	26134001	lncRNA
19	A1BG-AS1	55.93	503538	58347718	58355455	lncRNA
10	SPRN	66.16	503542	133420666	133424625	protein_coding
5	RGMB-AS1	47.38	503569	98769618	98773469	lncRNA
12	PA2G4	46.13	5036	56104537	56113910	protein_coding
22	DUXAP8	41.82	503637	15784959	15829984	lncRNA
14	DUXAP9	40.32	503638	19062316	19131167	lncRNA
14	DUXAP10	40.31	503639	19268853	19337730	lncRNA
HG1362_PATCH	LOH12CR2	45.19	503693	324404	326065	lncRNA
12	LOH12CR2	45.23	503693	12355403	12357067	lncRNA
12	PEBP1	48.71	5037	118136124	118145584	protein_coding
13	PABPC3	39.47	5042	25096136	25099254	protein_coding
15	FURIN	58.50	5045	90868588	90883564	protein_coding
15	PCSK6	47.98	5046	101289784	101525202	protein_coding
17	PAFAH1B1	42.40	5048	2593210	2685615	protein_coding
8	RRM2B	37.81	50484	102204502	102238961	protein_coding
2	SMARCAL1	43.16	50485	216412383	216483053	protein_coding
1	G0S2	57.61	50486	209675412	209676390	protein_coding
17	MINK1	51.94	50488	4833340	4898061	protein_coding
2	CD207	51.02	50489	70830211	70835816	protein_coding
11	PAFAH1B2	43.37	5049	117144284	117176894	protein_coding
19	PAFAH1B3	53.73	5050	42297033	42303546	protein_coding
15	DUOX2	54.78	50506	45092650	45114172	protein_coding
19	COL5A3	52.35	50509	9959561	10010504	protein_coding
1	PAFAH2	45.67	5051	25959767	25998117	protein_coding
12	SYCP3	36.71	50511	101728648	101739472	protein_coding
3	PODXL2	48.63	50512	127629185	127672802	protein_coding
12	CHST11	46.04	50515	104455295	104762014	protein_coding
1	PRDX1	46.41	5052	45510914	45542732	protein_coding
12	PAH	41.55	5053	102836889	102958410	protein_coding
7	SERPINE1	50.41	5054	101127104	101139247	protein_coding
18	SERPINB2	38.08	5055	63871692	63903888	protein_coding
11	PAK1	39.90	5058	77322017	77474635	protein_coding
12	ATP5F1B	45.22	506	56638175	56645984	protein_coding
1	IL20	42.96	50604	206865623	206869223	protein_coding
11	UBQLN3	53.25	50613	5507300	5509958	protein_coding
HG2246_HG2248_HG2276_PATCH	GALNT9	58.49	50614	103401	235949	protein_coding
12	GALNT9	58.48	50614	132196372	132329589	protein_coding
16	IL21R	47.10	50615	27402174	27452042	protein_coding
12	IL22	39.88	50616	68248242	68253604	protein_coding
2	ITSN2	39.86	50618	24202864	24360536	protein_coding
6	DEF6	48.50	50619	35297818	35321771	protein_coding
3	PAK2	41.70	5062	196739857	196832647	protein_coding
10	CUZD1	37.92	50624	122832158	122846175	protein_coding
8	ZFTRAF1	61.55	50626	144449582	144462871	protein_coding
17	GEMIN4	56.14	50628	744421	753999	protein_coding
X	PAK3	39.22	5063	110944285	111227361	protein_coding
10	CALY	60.02	50632	133324072	133336935	protein_coding
2	ANO7	58.07	50636	241188509	241225976	protein_coding
19	PALM	59.66	5064	708935	748329	protein_coding
7	PNPLA8	37.75	50640	108470417	108569666	protein_coding
2	ARHGEF4	46.70	50649	130836914	131047263	protein_coding
3	ARHGEF3	43.62	50650	56727418	57079329	protein_coding
1	SLC45A1	52.21	50651	8318114	8344167	protein_coding
5	PAM	35.93	5066	102753981	103029730	protein_coding
9	PAPPA	42.35	5069	116153791	116402321	protein_coding
6	PRKN	40.42	5071	161347417	162727775	protein_coding
1	DCAF8	42.25	50717	160215715	160262549	protein_coding
HSCHR16_1_CTG1	PARN	41.91	5073	8558	205584	protein_coding
16	PARN	41.91	5073	14435700	14632728	protein_coding
12	PAWR	36.81	5074	79574979	79690964	protein_coding
9	PAX5	49.30	5079	36833269	37034268	protein_coding
11	PAX6	49.68	5080	31784779	31817961	protein_coding
15	MYEF2	33.78	50804	48134632	48178353	protein_coding
8	ASAP1	42.15	50807	130052104	130443674	protein_coding
9	AK3	41.46	50808	4709556	4742043	protein_coding
1	HP1BP3	40.94	50809	20740266	20787323	protein_coding
15	HDGFL3	39.55	50810	83112738	83207823	protein_coding
12	COPS7A	50.43	50813	6724014	6731875	protein_coding
HSCHRX_1_CTG14	NSDHL	45.97	50814	446157	484919	protein_coding
X	NSDHL	45.97	50814	152830967	152869729	protein_coding
9	PDCL	45.24	5082	122798389	122828588	protein_coding
14	PAX9	43.60	5083	36657568	36679362	protein_coding
7	TAS2R4	39.80	50832	141776674	141781691	protein_coding
HSCHR12_3_CTG2	TAS2R13	35.92	50838	106632	108268	protein_coding
HSCHR12_2_CTG2	TAS2R13	35.92	50838	106632	108268	protein_coding
12	TAS2R13	35.92	50838	10907926	10909562	protein_coding
HSCHR12_3_CTG2	TAS2R10	36.47	50839	24023	25064	protein_coding
HSCHR12_2_CTG2	TAS2R10	36.47	50839	24023	25064	protein_coding
12	TAS2R10	36.23	50839	10825219	10826358	protein_coding
HSCHR12_3_CTG2	TAS2R14	36.04	50840	136111	366513	protein_coding
HSCHR12_2_CTG2	TAS2R14	36.06	50840	136112	402227	protein_coding
12	TAS2R14	36.14	50840	10937408	11171573	protein_coding
1	F11R	47.08	50848	160995211	161021175	protein_coding
3	TRAT1	36.43	50852	108822770	108855005	protein_coding
3	VILL	55.98	50853	37988059	38007188	protein_coding
HSCHR6_MHC_DBB_CTG1	SNHG32	48.88	50854	3082387	3087544	protein_coding
HSCHR6_MHC_COX_CTG1	SNHG32	48.88	50854	3311855	3317010	protein_coding
HSCHR6_MHC_APD_CTG1	SNHG32	48.85	50854	3167223	3172381	protein_coding
HSCHR6_MHC_QBL_CTG1	SNHG32	48.87	50854	3090448	3095602	protein_coding
6	SNHG32	48.85	50854	31834608	31839766	lncRNA
16	PARD6A	63.26	50855	67660946	67662774	protein_coding
12	CLEC4A	41.20	50856	8123617	8138607	protein_coding
4	SPOCK3	34.82	50859	166733384	167234796	protein_coding
20	STMN3	59.38	50861	63639705	63657682	protein_coding
11	RNF141	36.10	50862	10511673	10541230	protein_coding
11	NTM	43.25	50863	131370478	132336822	protein_coding
12	HEBP1	43.51	50865	12974870	13000265	protein_coding
1	PBX1	41.67	5087	164555584	164899296	protein_coding
HSCHR6_MHC_MANN_CTG1	PBX2	54.95	5089	3489722	3495164	protein_coding
HSCHR6_MHC_COX_CTG1	PBX2	54.96	5089	3623085	3628535	protein_coding
HSCHR6_MHC_APD_CTG1	PBX2	55.00	5089	3517335	3522785	protein_coding
HSCHR6_MHC_QBL_CTG1	PBX2	54.95	5089	3407934	3413385	protein_coding
HSCHR6_MHC_MCF_CTG1	PBX2	54.99	5089	3526760	3532202	protein_coding
HSCHR6_MHC_SSTO_CTG1	PBX2	54.99	5089	3500940	3506391	protein_coding
6	PBX2	54.99	5089	32184733	32190202	protein_coding
10	ATP5F1C	40.09	509	7788147	7807815	protein_coding
9	PBX3	37.29	5090	125747345	125967377	protein_coding
11	PC	51.93	5091	66848417	66958386	protein_coding
10	PCBD1	50.57	5092	70882280	70888565	protein_coding
2	PCBP1	54.89	5093	70087477	70089203	protein_coding
11	CDON	39.95	50937	125955796	126063335	protein_coding
3	IMPG2	37.60	50939	101222546	101320575	protein_coding
12	PCBP2	43.79	5094	53452102	53481162	protein_coding
X	FOXP3	53.53	50943	49250438	49264800	protein_coding
19	SHANK1	56.45	50944	50659255	50719802	protein_coding
13	PCCA	39.84	5095	100089015	100530437	protein_coding
3	PCCB	41.75	5096	136250340	136337896	protein_coding
5	PCDH1	54.90	5097	141853090	141879246	protein_coding
5	PCDHGC3	50.58	5098	141475947	141512977	protein_coding
1	TMED5	38.00	50999	93149742	93180516	protein_coding
17	ACOX1	44.18	51	75941507	75979177	protein_coding
6	SLC35B3	34.78	51000	8411435	8435561	protein_coding
8	MTERF3	38.81	51001	96239398	96261610	protein_coding
HG2052_PATCH	TPRKB	40.52	51002	398602	406898	protein_coding
2	TPRKB	40.52	51002	73729104	73737400	protein_coding
17	MED31	40.22	51003	6643311	6651634	protein_coding
14	COQ6	45.54	51004	73949926	73963670	protein_coding
16	AMDHD2	59.17	51005	2520357	2531422	protein_coding
20	SLC35C2	53.97	51006	46345980	46364458	protein_coding
10	ASCC1	41.33	51008	72096032	72217134	protein_coding
17	DERL2	41.38	51009	5471254	5486811	protein_coding
13	PCDH9	34.66	5101	66302834	67230445	protein_coding
9	EXOSC3	40.90	51010	37759234	37832117	protein_coding
HSCHR2_10_CTG7_2	FAHD2A	49.54	51011	164815	178725	protein_coding
2	FAHD2A	49.55	51011	95402708	95416616	protein_coding
20	PRELID3B	40.51	51012	59033145	59042809	protein_coding
10	EXOSC1	46.20	51013	97435909	97446017	protein_coding
5	TMED7	37.81	51014	115613210	115632992	protein_coding
5	ISOC1	38.93	51015	129094749	129114028	protein_coding
HG1_PATCH	EMC9	53.51	51016	439937	442569	protein_coding
14	EMC9	53.51	51016	24138959	24141591	protein_coding
1	RRP15	37.63	51018	218285293	218337983	protein_coding
12	WASHC3	36.34	51019	102012840	102062149	protein_coding
6	HDDC2	40.11	51020	125219962	125302078	protein_coding
10	MRPS16	47.47	51021	73248843	73252693	protein_coding
1	GLRX2	39.59	51022	193090866	193106114	protein_coding
4	MRPS18C	38.68	51023	83455932	83469735	protein_coding
7	FIS1	51.92	51024	101239458	101252316	protein_coding
HSCHR16_3_CTG1	PAM16	56.86	51025	31913	56943	protein_coding
16	PAM16	56.77	51025	4331549	4355607	protein_coding
12	GOLT1B	35.99	51026	21501781	21518408	protein_coding
1	BOLA1	45.46	51027	149887890	149900798	protein_coding
13	VPS36	39.35	51028	52412602	52450634	protein_coding
1	DESI2	40.31	51029	244653103	244709033	protein_coding
17	TVP23B	41.06	51030	18781111	18806714	protein_coding
17	GLOD4	45.17	51031	757097	782294	protein_coding
1	CELA2B	48.76	51032	15465909	15491395	protein_coding
11	UBXN1	52.86	51035	62676498	62679117	protein_coding
1	ZNF593	62.53	51042	26169908	26170873	protein_coding
1	ZBTB7B	60.41	51043	155002630	155018523	protein_coding
8	PI15	34.88	51050	74824534	74855029	protein_coding
6	GMNN	36.82	51053	24774931	24786099	protein_coding
12	PLEKHA8P1	40.91	51054	45139782	45216047	lncRNA
4	LAP3	44.16	51056	17577198	17607972	protein_coding
2	WDPCP	37.72	51057	63119559	63827843	protein_coding
1	ZNF691	47.25	51058	42846573	42852477	protein_coding
HG1_PATCH	PCK2	49.20	5106	395031	411576	protein_coding
14	PCK2	49.20	5106	24094053	24110598	protein_coding
1	TXNDC12	42.81	51060	52020131	52055191	protein_coding
16	TXNDC11	43.53	51061	11679083	11742857	protein_coding
14	ATL1	37.83	51062	50532509	50634017	protein_coding
10	CALHM2	55.67	51063	103446786	103452402	protein_coding
15	RPS27L	39.85	51065	63125872	63158021	protein_coding
12	YARS2	39.50	51067	32727490	32755897	protein_coding
3	NMD3	37.99	51068	161104696	161253532	protein_coding
6	MRPL2	49.19	51069	43054029	43059438	protein_coding
19	NOSIP	50.81	51070	49555468	49590262	protein_coding
12	DERA	39.11	51071	15911302	16037381	protein_coding
2	MEMO1	38.06	51072	31865060	32011230	protein_coding
19	MRPL4	56.11	51073	10251901	10260055	protein_coding
11	APIP	40.43	51074	34853094	34916379	protein_coding
11	TMX2	45.19	51075	57712593	57740973	protein_coding
10	CUTC	40.02	51076	99702558	99756134	protein_coding
14	FCF1	40.97	51077	74713144	74738620	protein_coding
2	THAP4	49.66	51078	241584405	241637158	protein_coding
19	NDUFA13	53.15	51079	19515736	19529054	protein_coding
8	PCM1	36.54	5108	17922842	18029948	protein_coding
17	MRPS7	50.48	51081	75261674	75266376	protein_coding
13	POLR1D	40.03	51082	27620742	27744237	protein_coding
13	CRYL1	44.52	51084	20403666	20525873	protein_coding
1	TNNI3K	36.79	51086	74235387	74544428	protein_coding
4	KLHL5	36.93	51088	39045039	39126857	protein_coding
16	PLLP	51.12	51090	57248547	57284672	protein_coding
4	SEPSECS	36.30	51091	25120014	25160550	protein_coding
11	SIDT2	55.97	51092	117178736	117197445	protein_coding
1	METTL25B	51.00	51093	156728442	156736960	protein_coding
1	ADIPOR1	44.28	51094	202940826	202958572	protein_coding
3	TRNT1	38.66	51095	3126933	3153435	protein_coding
17	UTP18	40.36	51096	51260546	51297936	protein_coding
1	SCCPDH	41.65	51097	246724409	246768137	protein_coding
20	IFT52	44.50	51098	43590937	43647299	protein_coding
3	ABHD5	40.26	51099	43690108	43734371	protein_coding
6	PCMT1	41.51	5110	149749444	149811420	protein_coding
1	SH3GLB1	36.11	51100	86704570	86748184	protein_coding
8	ZC2HC1A	34.79	51101	78666050	78719765	protein_coding
1	MECR	48.20	51102	29192657	29230942	protein_coding
15	NDUFAF1	46.91	51103	41387218	41409403	protein_coding
9	ABHD17B	38.14	51104	71862452	71911193	protein_coding
8	PHF20L1	34.77	51105	132775358	132848807	protein_coding
6	TFB1M	38.43	51106	155256134	155314493	protein_coding
1	APH1A	53.83	51107	150265399	150269580	protein_coding
HG926_PATCH	METTL9	42.62	51108	1449399	1505023	protein_coding
16	METTL9	42.83	51108	21597218	21657471	protein_coding
14	RDH11	42.62	51109	67676800	67695793	protein_coding
20	PCNA	42.54	5111	5114953	5126626	protein_coding
8	LACTB2	38.39	51110	70635318	70669185	protein_coding
11	KMT5B	42.50	51111	68154863	68213852	protein_coding
2	TRAPPC12	47.39	51112	3379675	3485094	protein_coding
HSCHR2_1_CTG1	TRAPPC12	48.00	51112	9880	94564	protein_coding
X	ZDHHC9	43.40	51114	129803288	129843909	protein_coding
8	RMDN1	38.38	51115	86468257	86514357	protein_coding
9	MRPS2	63.07	51116	135499984	135504673	protein_coding
9	COQ4	51.72	51117	128322544	128334072	protein_coding
1	UTP11	44.57	51118	38009258	38024820	protein_coding
7	SBDS	43.01	51119	66987680	66995693	protein_coding
5	RPL26L1	46.12	51121	172958729	172969771	protein_coding
3	COMMD2	37.90	51122	149738472	149752495	protein_coding
8	ZNF706	40.04	51123	101177878	101206193	protein_coding
18	IER3IP1	38.67	51124	47152834	47176364	protein_coding
8	GOLGA7	40.30	51125	41488200	41511095	protein_coding
20	NAA20	40.77	51126	20017310	20033655	protein_coding
1	TRIM17	56.74	51127	228407935	228416861	protein_coding
5	SAR1B	43.44	51128	134601149	134649271	protein_coding
19	ANGPTL4	55.65	51129	8363289	8374370	protein_coding
2	ASB3	39.55	51130	53532672	53860160	protein_coding
13	PHF11	41.72	51131	49495610	49528981	protein_coding
X	RLIM	38.69	51132	74582976	74614624	protein_coding
1	KCTD3	36.09	51133	215567304	215621807	protein_coding
12	CEP83	37.69	51134	94306449	94459988	protein_coding
12	IRAK4	37.41	51135	43758944	43798307	protein_coding
17	RNFT1	38.09	51136	59952240	59964761	protein_coding
4	COPS4	40.06	51138	83034447	83075818	protein_coding
2	INSIG2	37.96	51141	118088452	118110997	protein_coding
7	CHCHD2	44.90	51142	56101573	56106476	protein_coding
3	DYNC1LI1	39.15	51143	32525974	32570858	protein_coding
11	HSD17B12	38.14	51144	43680680	43856617	protein_coding
12	ING4	47.76	51147	6650301	6663142	protein_coding
9	CERCAM	55.11	51148	128411751	128437351	protein_coding
HG30_PATCH	MRNIP	49.40	51149	600693	627733	protein_coding
5	MRNIP	49.40	51149	179835133	179862173	protein_coding
1	SDF4	61.38	51150	1216931	1232031	protein_coding
1	MRTO4	52.85	51154	19251805	19260128	protein_coding
17	JPT1	46.27	51155	75135248	75168281	protein_coding
19	ZNF580	57.45	51157	55635016	55643470	protein_coding
21	PCNT	51.58	5116	46324124	46445769	protein_coding
HG2419_PATCH	VPS28	63.25	51160	154203	159165	protein_coding
8	VPS28	63.23	51160	144423601	144428563	protein_coding
3	C3orf18	55.98	51161	50558025	50571027	protein_coding
9	EGFL7	67.31	51162	136658856	136672678	protein_coding
3	DBR1	39.42	51163	138160988	138174949	protein_coding
5	DCTN4	38.73	51164	150708440	150759095	protein_coding
4	AADAT	38.78	51166	170060222	170091699	protein_coding
6	CYB5R4	37.45	51167	83859656	83967423	protein_coding
17	MYO15A	55.19	51168	18108756	18179802	protein_coding
4	HSD17B11	39.84	51170	87336515	87391188	protein_coding
19	HSD17B14	51.40	51171	48813018	48836510	protein_coding
16	NAGPA	56.14	51172	5024844	5034141	protein_coding
17	TUBD1	45.29	51174	59859479	59892945	protein_coding
6	TUBE1	34.63	51175	112070663	112087529	protein_coding
4	LEF1	40.02	51176	108047545	108168956	protein_coding
1	PLEKHO1	51.63	51177	150149183	150164720	protein_coding
7	PCOLCE	60.83	5118	100602363	100608175	protein_coding
17	DCXR	62.00	51181	82035136	82037709	protein_coding
10	HSPA14	39.43	51182	14838306	14871741	protein_coding
12	GPN3	45.03	51184	110452486	110469268	protein_coding
3	CRBN	37.25	51185	3144628	3179727	protein_coding
X	TCEAL9	43.77	51186	103356489	103358462	protein_coding
15	RSL24D1	36.20	51187	55180806	55197049	protein_coding
3	SS18L2	46.56	51188	42581840	42596934	protein_coding
16	CHMP1A	57.58	5119	89640816	89657738	protein_coding
4	HERC5	39.40	51191	88457119	88506163	protein_coding
16	CKLF	41.69	51192	66552563	66566251	protein_coding
3	ZNF639	41.23	51193	179323031	179338583	protein_coding
5	IPO11	38.30	51194	62403972	62628582	protein_coding
17	RAPGEFL1	54.16	51195	40177010	40195656	protein_coding
10	PLCE1	41.12	51196	93993931	94332823	protein_coding
14	NIN	41.16	51199	50719763	50831162	protein_coding
8	ZDHHC2	38.00	51201	17156482	17224799	protein_coding
12	DDX47	40.84	51202	12813316	12829981	protein_coding
15	NUSAP1	44.91	51203	41320794	41381050	protein_coding
17	TACO1	49.31	51204	63600882	63608365	protein_coding
1	ACP6	43.65	51205	147629652	147670524	protein_coding
HSCHR19LRC_COX1_CTG3_1	GP6	48.31	51206	917103	941662	protein_coding
HSCHR19LRC_LRC_S_CTG3_1	GP6	48.31	51206	995777	1020336	protein_coding
HSCHR19LRC_COX2_CTG3_1	GP6	48.31	51206	658907	683466	protein_coding
HSCHR19LRC_LRC_T_CTG3_1	GP6	48.31	51206	932070	956629	protein_coding
HSCHR19LRC_LRC_I_CTG3_1	GP6	48.31	51206	993691	1018250	protein_coding
HSCHR19LRC_LRC_J_CTG3_1	GP6	48.31	51206	1021228	1045787	protein_coding
HSCHR19LRC_PGF2_CTG3_1	GP6	48.31	51206	725866	750425	protein_coding
HSCHR19LRC_PGF1_CTG3_1	GP6	48.31	51206	916487	941046	protein_coding
HSCHR19_4_CTG3_1	GP6	48.31	51206	996187	1020746	protein_coding
19	GP6	48.31	51206	55013705	55038264	protein_coding
10	DUSP13B	54.91	51207	75094432	75106499	protein_coding
10	DUSP13B	54.87	51207	75094432	75109206	protein_coding
X	RAB9B	39.76	51209	103822327	103832257	protein_coding
14	GLRX5	45.13	51218	95533503	95544724	protein_coding
5	PCSK1	39.92	5122	96390333	96434143	protein_coding
14	ZNF219	55.48	51222	21090077	21104722	protein_coding
17	ABI3	54.01	51225	49210411	49223225	protein_coding
17	COPZ2	52.71	51226	48026167	48038030	protein_coding
